i,v1,v2lin,v3
1535,6,25,1
1536,18,16,1
1537,24,15,0
1538,16,14,1
1539,14,6,2
1540,3,10,3
1541,1,3,4
1542,8,1,3
1543,2,12,3
1544,17,22,1
1545,13,17,1
1546,17,12,1
1547,23,2,1
1548,12,27,0
1549,12,9,2
1550,10,10,2
1551,30,3,0
1552,4,7,3
1553,4,8,3
1554,17,23,0
1555,7,30,0
1556,8,11,2
1557,4,29,1
1558,25,15,0
1559,14,16,1
1560,3,20,2
1561,0,17,3
1562,22,5,1
1563,17,13,1
1564,9,20,1
1565,3,35,0
1566,16,24,0
1567,24,1,1
1568,16,0,2
1569,22,6,1
1570,13,8,2
1571,22,4,1
1572,18,11,1
1573,11,13,2
1574,10,25,1
1575,23,14,0
1576,8,2,3
1577,24,3,1
1578,15,15,1
1579,19,24,0
1580,23,3,1
1581,2,13,3
1582,14,9,2
1583,10,28,0
1584,6,5,3
1585,1,33,0
1586,0,26,2
1587,13,10,2
1588,28,10,0
1589,2,1,4
1590,4,19,2
1591,25,0,1
1592,6,16,2
1593,7,13,2
1594,1,15,3
1595,19,19,0
1596,6,31,0
1597,20,14,1
1598,15,2,2
1599,15,8,2
1600,21,7,1
1601,24,5,1
1602,16,1,2
1603,15,5,2
1604,1,24,2
1605,6,15,2
1606,2,36,0
1607,1,5,4
1608,21,8,1
1609,2,31,1
1610,9,29,0
1611,16,15,1
1612,4,9,3
1613,29,10,0
1614,10,12,2
1615,15,10,2
1616,30,5,0
1617,0,6,4
1618,22,13,0
1619,2,23,2
1620,8,12,2
1621,26,12,0
1622,15,3,2
1623,7,4,3
1624,10,22,2
1625,14,26,0
1626,9,0,3
1627,6,20,2
1628,12,19,1
1629,2,2,4
1630,8,24,1
1631,18,20,0
1632,14,7,2
1633,0,18,3
1634,3,11,3
1635,6,24,2
1636,13,9,2
1637,19,16,1
1638,0,32,1
1639,25,2,1
1640,18,17,1
1641,6,6,3
1642,1,4,4
1643,22,7,1
1644,5,34,0
1645,11,14,2
1646,13,18,1
1647,4,18,2
1648,13,20,1
1649,7,25,1
1650,7,14,2
1651,26,24,0
1652,24,2,1
1653,11,11,2
1654,14,4,2
1655,18,22,1
1656,21,18,0
1657,14,17,1
1658,9,1,3
1659,18,23,0
1660,8,17,2
1661,7,22,1
1662,23,17,0
1663,7,6,3
1664,3,0,4
1665,22,11,1
1666,8,22,1
1667,7,23,2
1668,13,27,0
1669,3,30,1
1670,0,37,0
1671,6,26,1
1672,6,27,1
1673,25,13,0
1674,15,16,1
1675,20,10,1
1676,9,11,2
1677,25,1,1
1678,18,13,1
1679,12,16,2
1680,5,7,3
1681,17,0,2
1682,5,8,3
1683,8,30,0
1684,30,4,0
1685,24,16,0
1686,6,18,2
1687,0,7,4
1688,21,9,1
1689,15,4,2
1690,21,23,0
1691,5,29,1
1692,2,4,4
1693,28,4,1
1694,19,20,0
1695,12,13,2
1696,5,17,2
1697,4,35,0
1698,11,25,1
1699,21,11,1
1700,2,30,1
1701,14,10,2
1702,11,28,0
1703,4,10,3
1704,18,18,1
1705,12,10,2
1706,7,5,3
1707,16,2,2
1708,8,3,3
1709,2,14,3
1710,4,11,3
1711,8,13,2
1712,1,25,2
1713,16,8,2
1714,29,11,0
1715,22,8,1
1716,7,19,2
1717,3,28,1
1718,19,17,1
1719,7,31,0
1720,28,11,0
1721,22,13,1
1722,9,2,3
1723,25,14,0
1724,19,25,0
1725,0,19,3
1726,12,28,0
1727,1,35,0
1728,7,15,2
1729,3,1,4
1730,2,3,4
1731,3,12,3
1732,26,0,1
1733,19,11,1
1734,17,1,2
1735,10,29,0
1736,1,16,3
1737,16,10,2
1738,9,15,2
1739,9,12,2
1740,2,24,2
1741,5,9,3
1742,3,36,0
1743,1,6,4
1744,15,26,0
1745,8,18,2
1746,3,31,1
1747,2,5,4
1748,13,19,1
1749,3,21,2
1750,17,26,0
1751,17,17,1
1752,4,30,1
1753,9,16,2
1754,26,2,1
1755,27,18,0
1756,6,25,2
1757,26,1,1
1758,16,3,2
1759,20,21,1
1760,23,12,1
1761,18,5,2
1762,9,24,1
1763,10,0,3
1764,11,10,2
1765,8,4,3
1766,11,21,1
1767,10,29,1
1768,17,15,1
1769,26,3,1
1770,7,24,2
1771,11,15,2
1772,22,18,0
1773,0,8,4
1774,19,22,1
1775,24,7,1
1776,10,14,2
1777,0,9,4
1778,15,17,1
1779,8,14,2
1780,3,2,4
1781,7,17,2
1782,6,32,0
1783,2,32,1
1784,18,0,2
1785,12,11,2
1786,17,27,0
1787,9,17,2
1788,23,5,1
1789,10,1,3
1790,14,27,0
1791,16,16,1
1792,0,27,2
1793,26,15,0
1794,14,22,1
1795,1,31,1
1796,1,26,2
1797,22,19,1
1798,10,11,2
1799,18,23,1
1800,2,15,3
1801,18,24,0
1802,7,26,1
1803,14,15,2
1804,16,4,2
1805,6,8,3
1806,6,7,3
1807,15,7,2
1808,8,21,1
1809,0,33,1
1810,9,30,0
1811,13,24,1
1812,23,18,0
1813,1,7,4
1814,8,30,1
1815,19,18,1
1816,0,20,3
1817,10,24,1
1818,29,12,0
1819,24,4,1
1820,1,17,3
1821,17,2,2
1822,13,28,0
1823,12,25,1
1824,5,35,0
1825,17,25,0
1826,26,14,0
1827,8,5,3
1828,5,10,3
1829,27,0,1
1830,23,13,1
1831,22,14,1
1832,17,5,2
1833,28,12,0
1834,23,24,0
1835,5,28,1
1836,4,0,4
1837,9,3,3
1838,20,25,0
1839,8,9,3
1840,27,15,0
1841,0,10,4
1842,20,11,1
1843,7,20,2
1844,26,18,0
1845,27,1,1
1846,8,31,0
1847,10,15,2
1848,1,8,4
1849,18,1,2
1850,3,13,3
1851,17,10,2
1852,12,12,2
1853,4,12,3
1854,3,26,2
1855,30,6,0
1856,16,26,0
1857,7,7,3
1858,18,26,0
1859,19,26,0
1860,0,38,0
1861,11,29,0
1862,17,3,2
1863,3,24,2
1864,4,1,4
1865,19,5,2
1866,8,16,2
1867,27,3,1
1868,6,26,2
1869,3,3,4
1870,26,7,1
1871,12,22,2
1872,16,9,2
1873,2,6,4
1874,28,24,0
1875,10,16,2
1876,9,21,1
1877,4,36,0
1878,12,21,1
1879,3,22,2
1880,11,24,1
1881,4,21,2
1882,12,23,1
1883,11,0,3
1884,29,15,0
1885,29,19,0
1886,9,4,3
1887,16,17,1
1888,22,19,0
1889,17,16,1
1890,6,17,2
1891,15,27,0
1892,7,32,0
1893,3,14,3
1894,1,18,3
1895,0,32,2
1896,9,22,1
1897,19,0,2
1898,5,3,4
1899,11,1,3
1900,2,25,2
1901,23,14,1
1902,3,32,1
1903,18,15,1
1904,0,21,3
1905,30,9,0
1906,16,7,2
1907,0,11,4
1908,11,29,1
1909,21,21,1
1910,10,2,3
1911,30,7,0
1912,8,26,1
1913,25,18,0
1914,29,13,0
1915,14,24,1
1916,4,20,2
1917,1,34,0
1918,0,28,2
1919,10,30,0
1920,20,12,1
1921,20,18,1
1922,7,8,3
1923,28,13,0
1924,17,13,2
1925,7,16,2
1926,17,11,2
1927,2,16,3
1928,23,19,0
1929,18,2,2
1930,13,25,1
1931,3,37,0
1932,2,33,1
1933,2,7,4
1934,18,25,0
1935,21,18,1
1936,10,20,1
1937,28,5,1
1938,14,28,0
1939,3,23,2
1940,7,27,1
1941,20,22,1
1942,4,4,4
1943,19,1,2
1944,9,5,3
1945,6,9,3
1946,27,2,1
1947,4,31,1
1948,5,11,3
1949,18,3,2
1950,4,2,4
1951,10,21,1
1952,1,32,1
1953,6,33,0
1954,28,1,1
1955,8,15,2
1956,8,6,3
1957,22,16,1
1958,1,9,4
1959,6,28,1
1960,22,17,1
1961,10,3,3
1962,9,9,3
1963,0,33,2
1964,18,10,2
1965,13,12,2
1966,10,30,1
1967,5,0,4
1968,9,31,0
1969,22,10,1
1970,9,13,2
1971,15,9,2
1972,23,6,1
1973,0,34,2
1974,27,16,0
1975,12,29,0
1976,5,19,2
1977,7,9,3
1978,3,15,3
1979,5,28,2
1980,29,16,0
1981,24,6,1
1982,14,12,2
1983,0,12,4
1984,14,20,1
1985,1,27,2
1986,11,2,3
1987,0,31,2
1988,13,21,1
1989,1,19,3
1990,22,20,0
1991,16,5,2
1992,4,22,2
1993,25,7,1
1994,2,38,0
1995,0,29,2
1996,12,14,2
1997,11,20,1
1998,17,4,2
1999,19,27,0
2000,5,1,4
2001,10,4,3
2002,13,23,1
2003,14,11,2
2004,20,2,2
2005,28,0,1
2006,5,36,0
2007,2,8,4
2008,29,14,0
2009,8,19,2
2010,18,27,0
2011,11,8,3
2012,5,21,2
2013,12,24,1
2014,0,22,3
2015,20,24,0
2016,16,27,0
2017,2,17,3
2018,5,12,3
2019,13,29,0
2020,20,0,2
2021,12,0,3
2022,11,5,3
2023,1,10,4
2024,16,15,2
2025,19,2,2
2026,8,32,0
2027,12,1,3
2028,17,7,2
2029,24,8,1
2030,9,14,2
2031,30,8,0
2032,28,14,0
2033,10,8,3
2034,8,23,2
2035,15,24,1
2036,4,13,3
2037,10,7,3
2038,4,32,1
2039,24,19,0
2040,4,14,3
2041,13,13,2
2042,22,18,1
2043,11,30,0
2044,23,20,0
2045,22,25,0
2046,16,18,1
2047,3,27,2
2048,0,39,0
2049,0,29,3
2050,27,14,0
2051,22,9,1
2052,3,16,3
2053,15,28,0
2054,1,11,4
2055,19,3,2
2056,9,18,2
2057,3,6,4
2058,0,13,4
2059,24,26,0
2060,3,7,4
2061,9,26,1
2062,26,4,1
2063,27,10,1
2064,4,37,0
2065,8,27,1
2066,26,17,0
2067,23,17,1
2068,6,10,3
2069,1,33,1
2070,27,6,1
2071,19,15,1
2072,23,10,1
2073,0,0,5
2074,2,37,0
2075,25,17,0
2076,11,6,3
2077,25,19,0
2078,13,11,2
2079,9,29,1
2080,20,1,2
2081,18,4,2
2082,7,33,0
2083,20,26,0
2084,24,9,1
2085,10,5,3
2086,11,3,3
2087,23,7,1
2088,1,20,3
2089,25,8,1
2090,10,9,3
2091,3,33,1
2092,12,15,2
2093,5,2,4
2094,7,28,1
2095,12,6,3
2096,10,31,0
2097,10,26,1
2098,29,0,1
2099,0,30,2
2100,24,16,1
2101,14,29,0
2102,6,12,3
2103,10,17,2
2104,1,36,0
2105,2,18,3
2106,15,20,1
2107,0,1,5
2108,3,25,2
2109,11,9,3
2110,27,13,1
2111,14,22,2
2112,20,16,1
2113,6,0,4
2114,17,8,2
2115,4,15,3
2116,24,25,0
2117,1,34,2
2118,1,21,3
2119,12,2,3
2120,6,28,2
2121,20,27,0
2122,17,18,1
2123,15,11,2
2124,0,28,3
2125,2,34,1
2126,21,24,0
2127,25,5,1
2128,13,14,2
2129,12,27,1
2130,4,25,3
2131,4,26,2
2132,5,22,2
2133,29,17,0
2134,27,4,1
2135,1,28,2
2136,0,23,3
2137,9,19,2
2138,3,38,0
2139,0,30,3
2140,1,29,3
2141,10,26,2
2142,0,2,5
2143,6,34,0
2144,6,11,3
2145,6,21,2
2146,18,6,2
2147,6,1,4
2148,13,0,3
2149,18,7,2
2150,12,5,3
2151,22,12,1
2152,0,14,4
2153,23,18,1
2154,11,24,2
2155,18,14,2
2156,21,0,2
2157,21,10,1
2158,3,17,3
2159,0,35,2
2160,7,36,0
2161,9,32,0
2162,21,22,1
2163,16,19,1
2164,24,17,1
2165,21,16,1
2166,5,4,4
2167,2,9,4
2168,16,24,1
2169,26,15,1
2170,29,1,1
2171,17,6,2
2172,14,13,2
2173,13,1,3
2174,24,10,1
2175,21,22,0
2176,12,30,1
2177,28,3,1
2178,28,2,1
2179,22,15,1
2180,4,5,4
2181,1,32,2
2182,15,25,1
2183,8,20,2
2184,11,4,3
2185,13,30,0
2186,5,32,1
2187,25,9,1
2188,11,26,1
2189,1,12,4
2190,16,28,0
2191,5,27,2
2192,21,1,2
2193,23,11,1
2194,23,26,0
2195,10,18,2
2196,27,14,1
2197,4,16,3
2198,22,26,0
2199,1,31,2
2200,7,10,3
2201,21,26,0
2202,9,27,1
2203,20,23,0
2204,19,4,2
2205,2,19,3
2206,17,9,2
2207,15,12,2
2208,2,39,0
2209,8,24,2
2210,12,3,3
2211,5,37,0
2212,2,26,2
2213,22,4,2
2214,4,33,1
2215,7,18,2
2216,4,23,2
2217,27,5,1
2218,8,33,0
2219,25,6,1
2220,11,17,2
2221,27,7,1
2222,12,11,3
2223,15,29,0
2224,28,20,0
2225,26,8,1
2226,6,19,2
2227,2,10,4
2228,1,22,3
2229,16,20,1
2230,8,28,1
2231,5,30,2
2232,21,2,2
2233,20,3,2
2234,1,0,5
2235,19,6,2
2236,0,15,4
2237,10,23,2
2238,28,15,0
2239,17,19,1
2240,0,3,5
2241,5,21,3
2242,4,6,4
2243,14,23,1
2244,21,27,0
2245,5,13,3
2246,12,9,3
2247,6,2,4
2248,0,27,3
2249,16,11,2
2250,3,18,3
2251,7,29,1
2252,5,14,3
2253,11,31,0
2254,1,33,2
2255,24,20,0
2256,22,24,0
2257,5,15,3
2258,14,14,2
2259,15,23,1
2260,7,0,4
2261,6,3,4
2262,26,19,0
2263,0,24,3
2264,19,7,2
2265,5,23,3
2266,1,34,1
2267,27,11,1
2268,22,0,2
2269,14,0,3
2270,13,8,3
2271,12,31,0
2272,5,26,2
2273,14,19,2
2274,6,22,2
2275,11,22,2
2276,2,33,2
2277,5,25,3
2278,5,25,2
2279,11,25,2
2280,29,2,1
2281,7,30,1
2282,26,19,1
2283,4,29,2
2284,0,40,0
2285,7,34,0
2286,4,38,0
2287,25,10,1
2288,26,9,1
2289,17,24,1
2290,14,21,1
2291,21,25,0
2292,7,29,2
2293,28,6,1
2294,1,29,2
2295,15,13,2
2296,1,30,3
2297,18,8,2
2298,7,1,4
2299,1,28,3
2300,4,17,3
2301,21,3,2
2302,10,32,0
2303,9,8,3
2304,21,20,1
2305,25,20,0
2306,1,2,5
2307,5,38,0
2308,12,7,3
2309,1,1,5
2310,6,7,4
2311,2,20,3
2312,23,9,2
2313,14,1,3
2314,14,30,0
2315,13,15,2
2316,12,8,3
2317,24,11,1
2318,22,1,2
2319,12,4,3
2320,12,26,1
2321,17,28,0
2322,3,8,4
2323,27,8,1
2324,13,2,3
2325,23,9,1
2326,0,16,4
2327,13,23,2
2328,2,32,2
2329,25,6,2
2330,20,4,2
2331,18,9,2
2332,21,23,1
2333,11,18,2
2334,13,5,3
2335,6,30,2
2336,16,12,2
2337,8,10,3
2338,24,19,1
2339,24,23,1
2340,6,37,0
2341,22,23,1
2342,25,12,1
2343,10,27,1
2344,7,11,3
2345,5,5,4
2346,13,3,3
2347,30,11,0
2348,1,27,3
2349,2,27,2
2350,10,16,3
2351,0,31,3
2352,0,36,2
2353,0,4,5
2354,3,19,3
2355,16,22,2
2356,6,31,1
2357,28,23,0
2358,10,19,2
2359,2,11,4
2360,9,30,1
2361,1,14,4
2362,1,13,4
2363,12,10,3
2364,12,17,2
2365,6,35,0
2366,14,6,3
2367,17,20,1
2368,3,39,0
2369,27,17,0
2370,4,31,2
2371,30,10,0
2372,28,16,0
2373,21,12,1
2374,1,23,3
2375,9,33,0
2376,22,27,0
2377,15,23,2
2378,2,28,2
2379,4,28,2
2380,16,29,0
2381,5,31,2
2382,5,19,3
2383,19,8,2
2384,0,25,3
2385,14,5,3
2386,1,39,0
2387,25,23,0
2388,7,21,3
2389,9,28,1
2390,3,9,4
2391,7,2,4
2392,27,9,1
2393,23,15,1
2394,6,13,3
2395,27,12,1
2396,23,0,2
2397,2,22,3
2398,6,21,3
2399,15,14,2
2400,1,35,2
2401,1,30,2
2402,5,33,1
2403,13,4,3
2404,20,7,2
2405,13,31,0
2406,16,23,1
2407,11,7,3
2408,4,18,3
2409,24,12,1
2410,6,4,4
2411,2,21,3
2412,4,7,4
2413,13,6,3
2414,29,3,1
2415,8,0,4
2416,6,32,1
2417,11,26,2
2418,7,31,1
2419,4,33,2
2420,2,12,4
2421,13,16,2
2422,7,37,0
2423,15,19,2
2424,28,27,0
2425,23,21,0
2426,14,8,3
2427,14,30,1
2428,15,0,3
2429,27,19,0
2430,5,24,3
2431,23,1,2
2432,28,17,0
2433,0,17,4
2434,6,23,3
2435,7,22,2
2436,5,16,3
2437,1,38,0
2438,0,5,5
2439,5,6,4
2440,8,29,1
2441,4,34,1
2442,26,10,1
2443,26,25,0
2444,11,12,3
2445,2,0,5
2446,16,13,2
2447,7,12,3
2448,14,25,1
2449,26,20,1
2450,7,21,2
2451,5,29,2
2452,8,34,0
2453,16,29,1
2454,5,26,3
2455,22,2,2
2456,6,36,0
2457,25,11,1
2458,16,18,2
2459,11,32,0
2460,6,38,0
2461,6,22,3
2462,13,7,3
2463,2,40,0
2464,8,1,4
2465,15,30,0
2466,2,29,2
2467,14,2,3
2468,20,6,2
2469,18,28,0
2470,3,10,4
2471,9,23,2
2472,21,4,2
2473,0,26,3
2474,19,9,2
2475,25,21,0
2476,13,26,1
2477,1,3,5
2478,8,29,2
2479,18,19,1
2480,7,22,3
2481,7,7,4
2482,26,20,0
2483,6,14,3
2484,12,20,2
2485,25,23,1
2486,20,5,2
2487,12,18,2
2488,2,1,5
2489,2,34,2
2490,1,15,4
2491,9,10,3
2492,15,1,3
2493,19,19,1
2494,23,2,2
2495,15,21,1
2496,7,30,2
2497,15,17,2
2498,24,24,1
2499,1,37,0
2500,0,6,5
2501,14,3,3
2502,8,11,3
2503,3,35,2
2504,17,22,2
2505,11,27,1
2506,3,20,3
2507,15,5,3
2508,23,27,0
2509,21,15,1
2510,7,3,4
2511,20,8,2
2512,21,6,2
2513,13,17,2
2514,13,10,3
2515,11,19,2
2516,18,11,2
2517,17,29,0
2518,16,23,2
2519,2,27,3
2520,4,19,3
2521,29,6,1
2522,19,25,1
2523,21,13,1
2524,10,33,0
2525,1,31,3
2526,3,11,4
2527,8,2,4
2528,0,18,4
2529,7,35,0
2530,5,24,2
2531,3,30,3
2532,6,5,4
2533,18,20,1
2534,28,7,1
2535,5,17,3
2536,2,2,5
2537,6,30,1
2538,4,39,0
2539,1,4,5
2540,25,24,0
2541,0,41,0
2542,2,23,3
2543,6,31,2
2544,16,14,2
2545,7,13,3
2546,10,28,1
2547,25,14,1
2548,14,16,2
2549,12,23,2
2550,17,23,1
2551,4,9,4
2552,17,12,2
2553,29,4,1
2554,0,32,3
2555,28,19,0
2556,14,4,3
2557,19,10,2
2558,12,32,0
2559,4,30,2
2560,21,7,2
2561,6,24,3
2562,16,19,2
2563,26,18,1
2564,24,0,2
2565,4,8,4
2566,23,25,0
2567,12,31,1
2568,5,18,3
2569,2,35,2
2570,24,22,0
2571,29,18,0
2572,15,8,3
2573,26,11,1
2574,0,24,4
2575,6,15,3
2576,15,2,3
2577,27,20,0
2578,7,4,4
2579,4,24,2
2580,6,25,3
2581,21,28,0
2582,9,0,4
2583,1,24,3
2584,28,18,0
2585,22,3,2
2586,0,7,5
2587,15,15,2
2588,19,15,2
2589,24,13,1
2590,8,21,2
2591,1,16,4
2592,24,1,2
2593,3,31,2
2594,18,5,3
2595,6,6,4
2596,10,12,3
2597,4,34,2
2598,16,0,3
2599,29,20,0
2600,7,23,3
2601,17,18,2
2602,16,1,3
2603,0,37,2
2604,5,32,2
2605,9,34,0
2606,21,17,1
2607,14,7,3
2608,17,14,2
2609,19,28,0
2610,9,29,2
2611,20,9,2
2612,28,8,1
2613,26,8,2
2614,2,13,4
2615,29,23,0
2616,5,34,1
2617,29,21,0
2618,25,13,1
2619,27,4,2
2620,1,5,5
2621,8,12,3
2622,16,30,0
2623,3,0,5
2624,5,7,4
2625,23,16,1
2626,1,36,2
2627,7,38,0
2628,11,11,3
2629,15,3,3
2630,24,2,2
2631,17,21,1
2632,3,28,2
2633,14,26,1
2634,5,8,4
2635,28,25,0
2636,3,40,0
2637,21,5,2
2638,0,27,4
2639,9,1,4
2640,13,20,2
2641,18,17,2
2642,24,18,1
2643,21,14,1
2644,7,14,3
2645,28,9,1
2646,1,40,0
2647,4,10,4
2648,4,32,2
2649,13,18,2
2650,12,30,0
2651,16,21,1
2652,10,10,3
2653,0,19,4
2654,7,25,2
2655,8,7,4
2656,8,22,3
2657,25,22,0
2658,1,25,3
2659,26,21,0
2660,16,7,3
2661,19,21,2
2662,16,17,2
2663,18,22,2
2664,20,19,1
2665,2,30,3
2666,2,3,5
2667,4,35,2
2668,9,11,3
2669,30,13,0
2670,19,20,1
2671,3,12,4
2672,0,8,5
2673,13,27,1
2674,28,13,1
2675,8,30,2
2676,14,17,2
2677,14,31,0
2678,12,21,2
2679,21,12,2
2680,14,26,2
2681,0,25,4
2682,18,29,0
2683,3,5,5
2684,6,16,3
2685,3,1,5
2686,2,31,3
2687,13,31,1
2688,7,5,4
2689,7,18,3
2690,11,20,2
2691,15,31,0
2692,5,23,2
2693,13,32,0
2694,10,13,3
2695,16,27,1
2696,23,10,2
2697,2,14,4
2698,1,6,5
2699,7,19,3
2700,15,16,2
2701,2,26,3
2702,25,0,2
2703,9,2,4
2704,27,15,1
2705,8,13,3
2706,2,29,3
2707,6,19,3
2708,23,28,0
2709,26,12,1
2710,11,28,1
2711,29,5,1
2712,8,25,3
2713,2,36,2
2714,8,35,0
2715,7,31,2
2716,8,3,4
2717,5,39,0
2718,28,21,0
2719,21,8,2
2720,3,2,5
2721,3,13,4
2722,2,41,0
2723,18,15,2
2724,12,19,2
2725,2,28,3
2726,24,14,1
2727,2,4,5
2728,2,30,2
2729,6,39,0
2730,22,5,2
2731,25,1,2
2732,8,21,3
2733,20,15,2
2734,23,3,2
2735,19,11,2
2736,7,15,3
2737,5,9,4
2738,1,26,3
2739,15,24,2
2740,8,18,3
2741,28,10,1
2742,19,5,3
2743,16,25,1
2744,4,20,3
2745,0,26,4
2746,17,0,3
2747,18,18,2
2748,16,2,3
2749,24,9,2
2750,12,27,2
2751,8,4,4
2752,4,11,4
2753,29,7,1
2754,1,7,5
2755,10,0,4
2756,29,22,0
2757,9,24,2
2758,27,23,0
2759,21,14,2
2760,7,6,4
2761,20,28,0
2762,0,33,3
2763,3,36,2
2764,0,20,4
2765,12,24,2
2766,20,15,1
2767,3,24,3
2768,13,12,3
2769,8,25,2
2770,10,24,2
2771,18,12,2
2772,2,24,3
2773,22,18,2
2774,19,17,2
2775,9,22,2
2776,6,32,2
2777,0,9,5
2778,10,29,2
2779,17,15,2
2780,1,17,4
2781,13,35,0
2782,1,37,2
2783,15,26,1
2784,24,26,1
2785,21,19,1
2786,9,25,3
2787,3,21,3
2788,2,31,2
2789,8,23,3
2790,25,27,0
2791,11,23,2
2792,7,26,2
2793,8,28,2
2794,10,34,0
2795,6,8,4
2796,13,19,2
2797,8,14,3
2798,15,4,3
2799,7,26,3
2800,17,1,3
2801,14,18,2
2802,13,9,3
2803,2,5,5
2804,14,32,0
2805,5,10,4
2806,27,21,0
2807,4,0,5
2808,20,20,1
2809,8,22,2
2810,19,22,2
2811,6,27,2
2812,4,40,0
2813,10,24,3
2814,0,42,0
2815,9,7,4
2816,0,28,4
2817,11,33,0
2818,23,4,2
2819,18,21,1
2820,5,40,0
2821,23,6,2
2822,3,23,3
2823,1,25,4
2824,10,1,4
2825,19,29,0
2826,4,26,3
2827,17,30,0
2828,2,25,3
2829,14,27,1
2830,10,18,3
2831,1,32,3
2832,12,33,0
2833,4,12,4
2834,27,17,1
2835,13,22,2
2836,20,22,2
2837,25,16,1
2838,27,22,1
2839,7,16,3
2840,27,25,0
2841,5,33,2
2842,9,30,2
2843,2,15,4
2844,16,31,0
2845,13,26,2
2846,8,5,4
2847,22,6,2
2848,3,14,4
2849,13,13,3
2850,3,3,5
2851,16,16,2
2852,11,13,3
2853,6,19,4
2854,25,25,0
2855,6,23,2
2856,16,3,3
2857,19,29,1
2858,12,25,2
2859,13,33,0
2860,9,12,3
2861,26,13,1
2862,9,9,4
2863,21,20,2
2864,4,1,5
2865,28,22,0
2866,26,1,2
2867,0,38,2
2868,1,8,5
2869,18,24,1
2870,9,13,3
2871,30,12,0
2872,0,10,5
2873,27,24,0
2874,26,10,2
2875,9,35,0
2876,12,28,1
2877,25,15,1
2878,21,15,2
2879,28,11,1
2880,9,20,2
2881,5,28,3
2882,2,37,2
2883,18,13,2
2884,9,3,4
2885,8,31,2
2886,3,29,3
2887,0,21,4
2888,7,39,0
2889,16,6,3
2890,14,31,1
2891,24,15,1
2892,29,8,1
2893,10,15,3
2894,1,18,4
2895,4,36,2
2896,7,25,3
2897,14,9,3
2898,5,20,4
2899,6,26,3
2900,26,0,2
2901,28,18,1
2902,24,27,0
2903,13,28,1
2904,17,25,1
2905,10,8,4
2906,3,41,0
2907,5,27,3
2908,10,20,2
2909,27,24,1
2910,18,1,3
2911,8,26,3
2912,12,12,3
2913,9,21,2
2914,8,31,1
2915,10,6,4
2916,25,12,2
2917,5,20,3
2918,4,29,3
2919,6,20,3
2920,24,24,0
2921,11,32,1
2922,19,12,2
2923,3,4,5
2924,18,0,3
2925,9,4,4
2926,18,8,3
2927,18,30,0
2928,1,19,4
2929,23,5,2
2930,25,2,2
2931,1,9,5
2932,1,24,4
2933,14,12,3
2934,26,14,1
2935,8,6,4
2936,19,21,1
2937,20,17,2
2938,11,0,4
2939,11,21,2
